"Address","Response_Address","Response_X","Response_Y"
"®ç¶é¥«¤¤Ãc°Ï«n¶é¸ô¢°¤§¢°¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾F«n¶é¸ô1¤§1¸¹","121.237747","24.969090"
"®ç¶é¥«¤¤Ãc°Ï«n¶é¸ô¢±¤§¢¶¸¹","®ç¶é¥«¤¤Ãc°Ï©¾¸q¨½2¾F«n¶é¸ô2¤§7¸¹","121.240609","24.967574"
"®ç¶é¥«¤¤Ãc°Ï«n¶é¸ô¤@¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾F«n¶é¸ô1¸¹","121.237840","24.968771"
"®ç¶é¥«¤¤Ãc°Ï«n¶é¸ô¤»¡V¤@¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾F«n¶é¸ô1¤§1¸¹","121.237747","24.969090"
"®ç¶é¥«¤¤Ãc°Ï«n¶é¸ô¤»¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾F«n¶é¸ô6¸¹","121.238473","24.969003"
"®ç¶é¥«¤¤Ãc°ÏÀô¥_¸ô¢µ¢¯¢±¸¹¢°¼Ó","®ç¶é¥«¤¤Ãc°Ï©¯ºÖ¨½1¾FÀô¥_¸ô602¸¹","121.229308","24.963545"
"®ç¶é¥«¤¤Ãc°Ï¤¤¤sªF¸ô¤@¬q¤G¤T¤G¸¹","®ç¶é¥«¤¤Ãc°Ï¥¿¸q¨½18¾F¤¤¤sªF¸ô¤@¬q232¸¹","121.234249","24.956684"
"®ç¶é¥«¤¤Ãc°Ï¤¤¤sªF¸ô¤@¬q¤G¤T¤K¤§¤@¸¹","®ç¶é¥«¤¤Ãc°Ï¼w¸q¨½5¾F¤¤¤sªF¸ô¤@¬q3¤§1¸¹","121.229039","24.955856"
"®ç¶é¥«¤¤Ãc°Ï¤¤¤sªF¸ô¤@¬q¤G¤T¤»¡B¤G¤T¤K¸¹","®ç¶é¥«¤¤Ãc°Ï¼w¸q¨½5¾F¤¤¤sªF¸ô¤@¬q3¤§1¸¹","121.229039","24.955856"
"®ç¶é¥«¤¤Ãc°Ï·s¿³¥_µó¤T¤@¸¹","®ç¶é¥«¤¤Ãc°Ï¥¿¸q¨½1¾F·s¿³¥_µó31¸¹","121.230683","24.954957"
"®ç¶é¥«¤¤Ãc°Ï·s¿³¥_µó¤T¥|¸¹¤@¼Ó","®ç¶é¥«¤¤Ãc°Ï¥¿¸q¨½1¾F·s¿³¥_µó34¸¹","121.230614","24.954710"
"®ç¶é¥«¤¤Ãc°Ï¹Å¿³¤Gµó¤G¥|«Ñ¤@¤­¸¹","®ç¶é¥«¤¤Ãc°Ï¥¿¸q¨½17¾F¹Å¿³¤Gµó24«Ñ15¸¹","121.233726","24.954017"
"®ç¶é¥«¤¤Ãc°ÏªL´Ë¸ô¢¸¢µ¸¹¢°¼Ó","®ç¶é¥«¤¤Ãc°Ï·s¿³¨½22¾FªL´Ë¸ô96¸¹","121.226191","24.945129"
"®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¸ô¢µ¢²¢³¸¹","®ç¶é¥«¤¤Ãc°Ï¤¤¤s¨½4¾F¥ÃºÖ¸ô634¸¹","121.259026","24.959743"
"®ç¶é¥«¤¤Ãc°Ï¤¤µØ¸ô1¬q550-5¸¹¦a¤U¼h¡B1¼Ó¡B6¼Ó¡B7¼Ó¡B8¼Ó¡B9¼Ó¡B10¼Ó¡B11¼Ó","556¸¹9¡B10¡B11¼Ó","®ç¶é¥«¤¤Ãc°Ï´_µØ¨½3¾F¤¤µØ¸ô¤@¬q550¤§5¸¹","121.251173"
"","","",""
"®ç¶é¥«¤¤Ãc°Ï¤@¤T¾FªQ¬f¸ô¤»¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾FªQ¬f¸ô6¸¹","121.247799","24.984989"
"®ç¶é¥«¤¤Ãc°Ï¥_¶é¤G¸ô1¸¹1¼Ó","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾F¥_¶é¤G¸ô7¸¹","121.242910","24.986280"
"®ç¶é¥«¤¤Ãc°Ï¥_¶é¤G¸ô¢°¸¹¢°¼Ó","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾F¥_¶é¤G¸ô7¸¹","121.242910","24.986280"
"®ç¶é¥«¤¤Ãc°Ï¥_¶é¤G¸ô3¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾F¥_¶é¤G¸ô7¸¹","121.242910","24.986280"
"®ç¶é¥«¤¤Ãc°Ï¥_¶é¤G¸ô¢²¸¹¢°¼Ó","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾F¥_¶é¤G¸ô7¸¹","121.242910","24.986280"
"®ç¶é¥«¤¤Ãc°Ï¥_¶é¸ô18¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾F¥_¶é¸ô14¸¹","121.242603","24.984377"
"®ç¶é¥«¤¤Ãc°Ï¥_¶é¸ô19¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾F¥_¶é¸ô31¤§1¸¹","121.241966","24.982607"
"®ç¶é¥«¤¤Ãc°Ï¥_¶é¸ô22¸¹1¼Ó¤Î2¼Ó","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾F¥_¶é¸ô14¸¹","121.242603","24.984377"
"®ç¶é¥«¤¤Ãc°Ï¥_¶é¸ô22¸¹3¡B4¼Ó","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾F¥_¶é¸ô14¸¹","121.242603","24.984377"
"®ç¶é¥«¤¤Ãc°Ï¥_¶é¸ô¢±¢³¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾F¥_¶é¸ô14¸¹","121.242603","24.984377"
"®ç¶é¥«¤¤Ãc°Ï¥_¶é¸ô¢²¢¯¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾F¥_¶é¸ô14¸¹","121.242603","24.984377"
"®ç¶é¥«¤¤Ãc°Ï¥_¶é¸ô38¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾F¥_¶é¸ô14¸¹","121.242603","24.984377"
"®ç¶é¥«¤¤Ãc°Ï¥_¶é¸ô¤@¤C¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾F¥_¶é¸ô31¤§1¸¹","121.241966","24.982607"
"®ç¶é¥«¤¤Ãc°Ï¥_¶é¸ô¤T¤E¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾F¥_¶é¸ô31¤§1¸¹","121.241966","24.982607"
"®ç¶é¥«¤¤Ãc°Ï¦X¦`«n¸ô¤­¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾F¦X¦`«n¸ô11¸¹","121.245998","24.986888"
"®ç¶é¥«¤¤Ãc°Ï¦X¦¿¤G¸ô¤Q¤­¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾F¦X¦¿¤G¸ô15¸¹","121.245630","24.986318"
"®ç¶é¥«¤¤Ãc°Ï¦X¦¿¤G¸ô¥|¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾F¦X¦¿¤G¸ô4¸¹","121.244309","24.985117"
"®ç¶é¥«¤¤Ãc°Ï¦NªL¸ô¤@¤K¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½20¾F¦NªL¸ô20¤§1¸¹","121.243118","24.978840"
"®ç¶é¥«¤¤Ãc°Ï¦NªL¸ô¤G¤G¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½20¾F¦NªL¸ô20¤§1¸¹","121.243118","24.978840"
"®ç¶é¥«¤¤Ãc°Ï¦wªF¸ô¤Q¤@¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾F¦wªF¸ô11¸¹","121.244140","24.982260"
"®ç¶é¥«¤¤Ãc°Ï¦Û±j¤G¸ô¢·¸¹","®ç¶é¥«¤¤Ãc°Ï´_µØ¨½11¾F¦Û±j¤G¸ô8¸¹","121.245913","24.971200"
"®ç¶é¥«¤¤Ãc°Ï¦Û±j¤G¸ô¤G¸¹","®ç¶é¥«¤¤Ãc°Ï´_µØ¨½11¾F¦Û±j¤G¸ô2¸¹","121.245980","24.970052"
"®ç¶é¥«¤¤Ãc°Ï¦Û±j¥|¸ô¢´¸¹","®ç¶é¥«¤¤Ãc°Ï´_µØ¨½11¾F¦Û±j¥|¸ô5¸¹","121.241436","24.972415"
"®ç¶é¥«¤¤Ãc°Ï¦Û±j¥|¸ô9¸¹1¼Ó.2¼Ó","®ç¶é¥«¤¤Ãc°Ï´_µØ¨½11¾F¦Û±j¥|¸ô9¸¹","121.240667","24.972420"
"®ç¶é¥«¤¤Ãc°Ï¦Û±j¥|¸ô¤T¤§¤@¸¹","®ç¶é¥«¤¤Ãc°Ï´_µØ¨½11¾F¦Û±j¥|¸ô3¤§1¸¹","121.242767","24.972340"
"®ç¶é¥«¤¤Ãc°ÏªQ¦¿«n¸ô¤Q¤@¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾FªQ¦¿«n¸ô11¸¹","121.247643","24.984438"
"®ç¶é¥«¤¤Ãc°ÏªQ¬f¸ô¤@¤T¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾FªQ¬f¸ô13¸¹","121.246004","24.985596"
"®ç¶é¥«¤¤Ãc°Ï¤¤¤sªF¸ô¤G¬q¤@¤»¤»¸¹","®ç¶é¥«¤¤Ãc°Ï´¶±j¨½23¾F¤¤¤sªF¸ô¤G¬q166¸¹","121.239565","24.952476"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¢±¢°¢°«Ñ¢·§Ë¢´ÛÁ¢°¸¹¢°¼Ó","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô211«Ñ8§Ë1¸¹","121.246581","24.961041"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¢²¢´¢²¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô353¸¹","121.248941","24.958457"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¤G¤@¤@«Ñ¤@¡³¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô211«Ñ9¸¹","121.246390","24.961421"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¤G¤@¤@«Ñ¤C§Ë¤»¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô211«Ñ7§Ë6¸¹","121.246218","24.961406"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¤G¤@¤@«Ñ¤K§Ë¤G¤»¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô211«Ñ8§Ë26¸¹","121.246891","24.960422"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¤G¤@¤@«Ñ¤K§Ë¤K¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô211«Ñ8§Ë8¸¹","121.246905","24.961036"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¤G¤@¤@«Ñ¤K§Ë¤­ÛÁ¤C¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô211«Ñ8§Ë7¸¹","121.246753","24.961190"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¤G¤@¤@«Ñ¤K§Ë¤­ÛÁ¤K¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô211«Ñ8§Ë8¸¹","121.246905","24.961036"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¤G¤@¤@«Ñ¤K§Ë¤­ÛÁ¤­¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô211«Ñ8§Ë5¸¹","121.246684","24.961141"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¤G¤@¤@«Ñ¤K§Ë¤­ÛÁ¥|¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô211«Ñ8§Ë4¸¹","121.246339","24.960986"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¤G¤G¤@¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô221¸¹","121.246330","24.960752"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¤G¤T¤@«Ñ¤@¤T¤§¤­¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô231«Ñ18¤§2¸¹","121.247271","24.960724"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¤G¤T¤@«Ñ¤@¤T¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô231«Ñ13¸¹","121.246993","24.960938"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¤G¤T¤@«Ñ¤G¤T¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô231«Ñ23¸¹","121.247179","24.961132"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¤T¤T¤E¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô339¸¹","121.248310","24.958730"
"®ç¶é¥«¤¤Ãc°Ïºa¦w¤Eµó40¸¹","®ç¶é¥«¤¤Ãc°Ï¤¤¿³¨½5¾Fºa¦w¤Eµó40¸¹","121.257276","24.962395"
"®ç¶é¥«¤¤Ãc°Ï13¾F©µ¥­¸ô69¸¹","®ç¶é¥«¤¤Ãc°Ï¤¯¸q¨½13¾F©µ¥­¸ô69¸¹","121.231737","24.963319"
"®ç¶é¥«¤¤Ãc°Ï¤¤¤sªF¸ô¤@¬q¤@¤E¤@¸¹","®ç¶é¥«¤¤Ãc°Ï¼w¸q¨½7¾F¤¤¤sªF¸ô¤@¬q191¸¹","121.232787","24.956893"
"®ç¶é¥«¤¤Ãc°Ï¤¤µØ¸ô¢±¬q¢²¢µ¢¶«Ñ¢³¢¸¸¹","®ç¶é¥«¤¤Ãc°Ï©¾¸q¨½12¾F¤¤µØ¸ô¤G¬q367«Ñ49¸¹","121.236390","24.962703"
"®ç¶é¥«¤¤Ãc°Ï¤¤µØ¸ô¤@¬q¤K¤C¤E«Ñ¤­¸¹","®ç¶é¥«¤¤Ãc°Ï©¾¸q¨½10¾F¤¤µØ¸ô¤@¬q879«Ñ5¸¹","121.244682","24.966748"
"®ç¶é¥«¤¤Ãc°Ï¤¤µØ¸ô¤G¬q¤T¤»¤E¸¹","®ç¶é¥«¤¤Ãc°Ï¤¯¸q¨½9¾F¤¤µØ¸ô¤G¬q369¸¹","121.234397","24.958987"
"®ç¶é¥«¤¤Ãc°Ï¤¤µØ¸ô¤G¬q¤­¡³¥|¸¹","®ç¶é¥«¤¤Ãc°Ï©¾¸q¨½2¾F¤¤µØ¸ô¤G¬q102¤§1¸¹","121.241457","24.966487"
"®ç¶é¥«¤¤Ãc°Ï¨|¼Ö¸ô¤»¤­¸¹¤@¼Ó","®ç¶é¥«¤¤Ãc°Ï¤¯¸q¨½19¾F¨|¼Ö¸ô65¸¹","121.234937","24.965603"
"®ç¶é¥«¤¤Ãc°Ï©µ¥­¸ô¤@¥|¸¹","®ç¶é¥«¤¤Ãc°Ï¤¯¸q¨½14¾F©µ¥­¸ô6¤§1¸¹","121.233456","24.963685"
"®ç¶é¥«¤¤Ãc°Ï©µ¥­¸ô¤­¤­¸¹","®ç¶é¥«¤¤Ãc°Ï¤¯¸q¨½13¾F©µ¥­¸ô55¸¹","121.232210","24.963358"
"®ç¶é¥«¤¤Ãc°Ï´¶¸q¸ô¤G¤G¤G¸¹","®ç¶é¥«¤¤Ãc°Ï¤¯¸q¨½12¾F´¶¸q¸ô222¸¹","121.231220","24.961772"
"®ç¶é¥«¤¤Ãc°Ï´¶¸q¸ô¤K¤G¸¹","®ç¶é¥«¤¤Ãc°Ï¤¯¸q¨½9¾F´¶¸q¸ô82¸¹","121.233071","24.958808"
"®ç¶é¥«¤¤Ãc°Ï´¶¸q¸ô¤­¥|¸¹¤@¼Ó","®ç¶é¥«¤¤Ãc°Ï¤¯¸q¨½9¾F´¶¸q¸ô54¸¹","121.233536","24.958239"
"®ç¶é¥«¤¤Ãc°Ï¦ÊÃü¤@µó¤G¡³¸¹¤@¼Ó","®ç¶é¥«¤¤Ãc°ÏªL´Ë¨½8¾F¦ÊÃü¤@µó16¤§1¸¹","121.228791","24.944801"
"®ç¶é¥«¤¤Ãc°Ï·s¥Í¸ô¤@¤»¤­¸¹","®ç¶é¥«¤¤Ãc°Ï¿³°ê¨½12¾F·s¥Í¸ô165¸¹","121.222810","24.961221"
"®ç¶é¥«¤¤Ãc°Ï¦Û±j¤@¸ô¢°¢µ¡Ð¢±¸¹","®ç¶é¥«¤¤Ãc°Ï´_µØ¨½11¾F¦Û±j¤@¸ô16¤§6¸¹","121.245022","24.973292"
"®ç¶é¥«¤¤Ãc°Ï¦Û±j¥|¸ô¤T¤§¤G¸¹¤@¼Ó","®ç¶é¥«¤¤Ãc°Ï´_µØ¨½11¾F¦Û±j¥|¸ô3¤§1¸¹","121.242767","24.972340"
"®ç¶é¥«¤¤Ãc°Ï¦Û±j¥|¸ô¤T¤§¤G¸¹¤G¡B¤T¡B¥|¼Ó","®ç¶é¥«¤¤Ãc°Ï´_µØ¨½11¾F¦Û±j¥|¸ô3¤§1¸¹","121.242767","24.972340"
"®ç¶é¥«¤¤Ãc°Ï¤¤ºÖ¸ô¢±¬q¢°¢¯«Ñ¢¸¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½5¾F¤¤ºÖ¸ô¤G¬q10«Ñ9¸¹","121.233706","24.979626"
"®ç¶é¥«¤¤Ãc°Ï¦è¶é¸ô¢°¢²¢¯¤§¢°¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½6¾F¦è¶é¸ô130¤§1¸¹","121.234283","24.979779"
"®ç¶é¥«¤¤Ãc°Ï¦è¶é¸ô¢°¢²¢¯¸¹¢°¼Ó¤Î¢±¼Ó","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½6¾F¦è¶é¸ô130¸¹","121.234283","24.979782"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¤G¸ô¢±¢°¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¤G¸ô21¸¹","121.237836","24.976784"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¤G¸ô¤@¢¯¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¤G¸ô10¸¹","121.238419","24.975204"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¤G¸ô¤­¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¤G¸ô5¸¹","121.237826","24.974640"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¸ô¤C¤E¸¹¥|¼Ó","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¸ô9¤§1¸¹","121.239127","24.968796"
"®ç¶é¥«¤¤Ãc°Ï«n¶é¸ô¢°¢°¸¹¢°¼Ó","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾F«n¶é¸ô11¸¹","121.237712","24.970347"
"®ç¶é¥«¤¤Ãc°Ï¢³¾FÀs¿³¸ô¢³¢¯¢°«Ñ¢±¤§¢°¸¹¢±¼Ó","®ç¶é¥«¤¤Ãc°ÏÀs¼w¨½4¾FÀs¿³¸ô401«Ñ2¤§1¸¹","121.241873","24.940246"
"®ç¶é¥«¤¤Ãc°Ï¢µ¾FÀs¿³¸ô¢³¢°¢´«Ñ¢±¢µ¸¹¢°¼Ó","®ç¶é¥«¤¤Ãc°ÏÀs¼w¨½4¾FÀs¿³¸ô415«Ñ26¸¹","121.241428","24.940756"
"®ç¶é¥«¤¤Ãc°Ï¦NªL¸ô¢±¢¯¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½20¾F¦NªL¸ô20¤§2¸¹","121.243634","24.978932"
"®ç¶é¥«¤¤Ãc°ÏÀs¿³¸ô415«Ñ21¤§1¸¹1¼Ó","®ç¶é¥«¤¤Ãc°ÏÀs¼w¨½4¾FÀs¿³¸ô415«Ñ21¤§1¸¹","121.241397","24.940510"
"®ç¶é¥«¤¤Ãc°ÏÀs¿³¸ô415«Ñ21¤§1¸¹2¼Ó","®ç¶é¥«¤¤Ãc°ÏÀs¼w¨½4¾FÀs¿³¸ô415«Ñ21¤§1¸¹","121.241397","24.940510"
"®ç¶é¥«¤¤Ãc°ÏÀs¿³¸ô¥|¤@¤­«Ñ¤@¡³¸¹","®ç¶é¥«¤¤Ãc°ÏÀs¼w¨½4¾FÀs¿³¸ô415«Ñ1¤§1¸¹","121.241908","24.940390"
"®ç¶é¥«¤¤Ãc°ÏÀs¿³¸ô¥|¤@¤­«Ñ¤G¤G¸¹","®ç¶é¥«¤¤Ãc°ÏÀs¼w¨½4¾FÀs¿³¸ô415«Ñ22¸¹","121.241533","24.940726"
"®ç¶é¥«¤¤Ãc°ÏÀs¿³¸ô¥|¤G¤@¸¹¤@¼Ó","®ç¶é¥«¤¤Ãc°ÏÀs¼w¨½4¾FÀs¿³¸ô421¸¹","121.242157","24.940611"
"®ç¶é¥«¤¤Ãc°Ï¤¤Â×¸ô180¸¹1¼Ó","®ç¶é¥«¤¤Ãc°Ï¿³¥­¨½10¾F¤¤Â×¸ô180¸¹","121.219637","24.961185"
"®ç¶é¥«¥­Âí°Ï¤¤Â×¸ô«n¶Õ¤G¬q¥|¤»¡³«Ñ¤@¡³¤K¸¹","®ç¶é¥«¥­Âí°Ï«n¶Õ¨½6¾F¤¤Â×¸ô«n¶Õ¤G¬q1¤§1¸¹","121.211646","24.919786"
"®ç¶é¥«¥­Âí°ÏÃö·Ý¥_¸ô¤@¤@¤C¸¹","®ç¶é¥«¥­Âí°Ï¥_¿³¨½31¾FÃö·Ý¥_¸ô117¸¹","121.217782","24.932762"
"®ç¶é¥«¥­Âí°ÏÃö·ÝªF¸ô¢±¢±¸¹","®ç¶é¥«¥­Âí°Ï¥_¶Q¨½18¾FÃö·ÝªF¸ô2¤§1¸¹","121.219917","24.929133"
"®ç¶é¥«¥­Âí°ÏÃö·ÝªF¸ô37«Ñ1¸¹2¼Ó","®ç¶é¥«¥­Âí°Ï¥_¶Q¨½20¾FÃö·ÝªF¸ô37«Ñ1¸¹","121.221357","24.928779"
"®ç¶é¥«¥­Âí°ÏÃö·ÝªF¸ô¤@¤G¸¹","®ç¶é¥«¥­Âí°Ï¥_¶Q¨½18¾FÃö·ÝªF¸ô12¸¹","121.220682","24.928572"
"®ç¶é¥«¥­Âí°Ï¤¤±e¸ô¤@¬q¤@¤G¤E¤§¤T¸¹","®ç¶é¥«¥­Âí°ÏÂí¿³¨½22¾F¤¤±e¸ô¤@¬q129¤§1¸¹","121.200503","24.908567"
"®ç¶é¥«¥­Âí°Ï¤¤¿³¸ô¥|¤E¤T¡D¥|¤E¤­¸¹","®ç¶é¥«¥­Âí°ÏÂí¿³¨½13¾F¤¤¿³¸ô¥­Âí¬q263¤§1¸¹","121.191058","24.904353"
"®ç¶é¥«¥­Âí°Ï¤¤¿³¸ô¥­Âí¬q¤­¤G¤C¸¹","®ç¶é¥«¥­Âí°ÏÂí¿³¨½18¾F¤¤¿³¸ô¥­Âí¬q527¸¹","121.194002","24.897129"
"®ç¶é¥«¥­Âí°Ï«n¥­¸ô¤G¬q¥|¤K¤C¸¹¤@¼Ó","®ç¶é¥«¥­Âí°ÏÂí¿³¨½3¾F«n¥­¸ô¤G¬q487¸¹","121.192033","24.921649"
"®ç¶é¥«¥­Âí°Ï¿³¶©¸ô¢¸¢°¸¹","®ç¶é¥«¥­Âí°ÏÂí¿³¨½16¾F¿³¶©¸ô91¸¹","121.190062","24.899314"
"®ç¶é¥«¥­Âí°Ï¿³¶©¸ô¤G¤T¡³¸¹","®ç¶é¥«¥­Âí°ÏÂí¿³¨½16¾F¿³¶©¸ô2¤§1¸¹","121.189542","24.905682"
"®ç¶é¥«¥­Âí°Ï±R¸q¤­µó¤»«Ñ¤T¸¹¤@¼Ó","®ç¶é¥«¥­Âí°Ï¥­¿³¨½10¾F±R¸q¤­µó6«Ñ3¸¹","121.205141","24.943848"
"®ç¶é¥«¥­Âí°Ï·s¥ú¸ô¤G¬q¤K¤T¸¹","®ç¶é¥«¥­Âí°Ï¼s¤¯¨½1¾F·s¥ú¸ô¤G¬q83¸¹","121.204851","24.931195"
"®ç¶é¥«¥­Âí°Ï¼s¸qµó¤@¤K¸¹¤@¼Ó","®ç¶é¥«¥­Âí°Ï¥­¿³¨½14¾F¼s¸qµó18¸¹","121.203509","24.945442"
"®ç¶é¥«¥­Âí°Ï¤Ó¥­ªF¸ô¤T¸¹","®ç¶é¥«¥­Âí°Ï·s¦w¨½1¾F¤Ó¥­ªF¸ô1¤§20¸¹","121.250242","24.904105"
"®ç¶é¥«¥­Âí°ÏªF¥ú¸ô¤@¤­¸¹","®ç¶é¥«¥­Âí°Ï·s¦w¨½19¾FªF¥ú¸ô15¸¹","121.254011","24.918219"
"®ç¶é¥«¥­Âí°Ïª÷?´ò¤­¤­¤§¤G¸¹","®ç¶é¥«¥­Âí°Ï¥_¶Q¨½13¾F¤j´¼µó1¤§1¸¹","121.227058","24.928842"
"®ç¶é¥«¥­Âí°Ï¤¤Â×¸ô«n¶Õ¤G¬q¥|¤»¡³«Ñ¤@¤@¤C¸¹","®ç¶é¥«¥­Âí°Ï«n¶Õ¨½35¾F¤¤Â×¸ô«n¶Õ¤G¬q117¸¹","121.210882","24.915978"
"®ç¶é¥«¥­Âí°Ï¤¤Â×¸ô«n¶Õ¤G¬q¥|¤»¡³«Ñ¤@¤@¤E¸¹","®ç¶é¥«¥­Âí°Ï«n¶Õ¨½35¾F¤¤Â×¸ô«n¶Õ¤G¬q119¸¹","121.210874","24.915875"
"®ç¶é¥«¥­Âí°Ï¤Ñ¬zµó¢°¢¶¢°¸¹","®ç¶é¥«¥­Âí°Ï¥­«n¨½40¾F¤Ñ¬zµó171¸¹","121.207396","24.908529"
"®ç¶é¥«¥­Âí°Ï¤¤Â×¸ô¤G¬q¤»¸¹¤@¼Ó","®ç¶é¥«¥­Âí°Ï¥­¦w¨½1¾F¤¤Â×¸ô«n¶Õ¤@¬q6¸¹","121.211949","24.924733"
"®ç¶é¥«¥­Âí°Ï¤¤Â×¸ô¤G¬q¥|¤G¸¹","®ç¶é¥«¥­Âí°Ï¥­¦w¨½24¾F¤¤Â×¸ô«n¶Õ¤G¬q42¸¹","121.210957","24.918637"
"®ç¶é¥«¥­Âí°Ï¤Ó¥­ªF¸ô1-21¸¹3¼Ó","®ç¶é¥«¥­Âí°Ï·s¦w¨½1¾F¤Ó¥­ªF¸ô1¤§21¸¹","121.250553","24.904205"
"®ç¶é¥«¥­Âí°Ï¤Ó¥­ªF¸ô¢°¤§¢±¢°¸¹¡]¦a¤U¼h¡B1¡B2¡B3¡B4¡B5¼Ó¡^","®ç¶é¥«¥­Âí°Ï·s¦w¨½1¾F¤Ó¥­ªF¸ô1¤§21¸¹","121.250553","24.904205"
